id_booking,is_cancelled
12752,1
12759,0
12781,1
12788,0
12859,1
12870,1
12874,1
12919,1
12932,1
12943,0
12944,0
12951,1
12953,0
12981,0
13022,0
13028,0
13042,1
13046,1
13056,0
13097,0
13106,1
13114,0
13136,0
13171,1
13179,1
13200,1
13209,1
13214,1
13233,1
13261,1
13390,0
13442,0
13450,1
13465,1
13471,1
13495,1
13510,0
13572,0
13622,0
13623,1
13630,1
13693,1
13696,0
13712,0
13753,0
13758,0
13768,0
13780,0
13789,1
13794,0
13801,0
13804,0
13815,0
13865,0
13924,0
13941,0
13957,0
13976,0
14020,0
14057,0
14103,0
14105,0
14106,0
14119,0
14153,0
14176,0
14182,1
14187,0
14214,0
14223,1
14232,0
14260,0
14265,0
14311,0
14312,0
14321,0
14322,0
14368,0
14398,0
14492,0
14494,0
14499,0
14503,0
14510,0
14532,1
14536,0
14540,0
14559,0
14573,0
14615,0
14641,0
14648,1
14683,1
14728,1
14760,1
14765,1
14838,1
14846,1
14850,1
14892,1
14928,1
14955,0
14989,1
15005,1
15013,1
15016,1
15028,1
15111,1
15141,0
15179,1
15180,1
15183,1
15208,1
15215,1
15242,0
15252,1
15274,0
15280,0
15285,0
15307,1
15312,1
15339,1
15359,0
15363,0
15365,0
15371,0
15398,0
15428,0
15453,0
15465,0
15467,0
15477,0
15485,0
15509,0
15569,1
15622,1
15632,0
15651,1
15695,0
15710,1
15724,1
15760,1
15773,0
15782,0
15791,0
15799,0
15800,0
15802,0
15815,1
15830,0
15836,0
15867,0
15993,0
16005,1
16006,0
16007,0
16051,0
16052,0
16053,1
16066,0
16068,0
16081,0
16088,0
16092,0
16093,0
16135,0
16138,0
16156,0
16172,1
16174,1
16188,0
16215,0
16216,0
16225,1
16251,0
16289,0
16319,0
16322,0
16330,1
16331,0
16333,0
16364,1
16392,0
16554,1
16557,1
16564,1
16569,1
16599,0
16630,0
16711,0
16763,0
16784,0
16813,0
16858,0
16860,0
16863,0
16873,0
16875,0
16879,0
16880,0
16909,0
16926,0
16929,0
16939,0
17021,0
17027,0
17062,0
17069,0
17073,0
17076,0
17151,0
17168,1
17170,0
17182,0
17186,0
17206,0
17236,0
17243,1
17246,1
17256,1
17258,1
17278,0
17280,0
17295,0
17311,0
17314,0
17328,0
17336,0
17376,0
17399,1
17402,0
17404,0
17414,0
17471,0
17472,0
17473,0
17552,0
17568,0
17579,1
17596,0
17609,0
17618,0
17632,0
17683,0
17702,0
17708,0
17782,0
17865,0
17867,0
17919,0
17922,0
17936,0
17977,0
17979,0
17985,0
17992,0
18007,0
18036,0
18043,0
18070,0
18103,0
18116,0
18120,0
18194,0
18195,0
18198,0
18231,0
18249,0
18264,0
18281,0
18296,1
18308,0
18350,1
18353,1
18357,1
18361,1
18373,0
18404,0
18438,0
18470,0
18483,0
18518,0
18558,0
18560,0
18575,0
18607,0
18618,0
18657,0
18698,0
18706,0
18738,0
18746,0
18750,0
18756,0
18759,0
18780,0
18787,0
18832,0
18859,0
18860,0
18890,0
18893,0
18900,0
18913,0
18926,0
18963,0
18966,0
18984,1
19013,0
19079,0
19087,0
19142,0
19187,1
19198,1
19261,0
19285,0
19289,0
19299,0
19318,0
19336,0
19353,0
19357,0
19378,0
19437,0
19448,0
19456,0
19489,0
19505,0
19530,0
19568,0
19592,0
19597,0
19600,0
19603,0
19615,0
19635,0
19641,0
19646,0
19682,0
19689,0
19718,0
19743,0
19751,0
19768,0
19773,0
19775,0
19817,0
19823,1
19854,0
19863,0
19869,0
19907,0
19936,0
19956,0
19999,0
20031,0
20099,0
20177,0
20178,0
20189,0
20209,0
20244,0
20247,0
20260,0
20270,0
20309,0
20325,0
20332,0
20349,0
20375,0
20376,0
20398,0
20403,0
20407,0
20422,0
20517,0
20521,0
20541,0
20553,0
20573,0
20574,0
20589,0
20617,0
20631,0
20640,0
20669,0
20674,0
20718,0
20722,0
20775,0
20777,0
20804,0
20836,0
20843,0
20859,0
20907,0
20910,0
20917,0
20920,0
20924,0
20939,0
20962,0
21001,0
21006,0
21009,0
21026,0
21052,0
21061,0
21097,0
21105,0
21116,0
21119,0
21131,0
21148,0
21174,0
21188,0
21247,0
21310,0
21318,0
21358,0
21361,0
21429,0
21438,1
21439,1
21457,0
21477,0
21484,0
21528,0
21538,0
21549,0
21593,1
21631,0
21684,0
21728,0
21769,0
21785,0
21845,0
21857,0
21858,0
21921,0
21940,0
21951,0
21977,0
21985,0
22009,0
22034,0
22040,0
22050,0
22058,0
22074,0
22088,0
22107,0
22122,0
22150,0
22156,0
22169,0
22193,0
22215,0
22224,0
22307,0
22367,0
22401,0
22402,0
22420,0
22443,0
22447,0
22458,0
22489,1
22492,0
22549,0
22550,0
22556,0
22575,0
22588,0
22606,0
22614,0
22622,0
22628,0
22635,0
22636,0
22645,0
22675,0
22682,0
22696,0
22714,0
22732,0
22760,0
22813,0
22834,0
22859,0
22863,1
22933,0
22935,0
22940,0
22943,0
22950,0
22958,0
23013,0
23018,0
23019,0
23027,0
23080,0
23098,0
23158,0
23171,0
23213,0
23221,0
23226,0
23228,0
23231,0
23233,0
23246,0
23251,0
23258,0
23266,0
23310,0
23313,0
23321,0
23330,0
23333,0
23355,0
23356,0
23363,0
23372,0
23374,0
23386,0
23396,0
23410,0
23452,0
23463,0
23464,0
23483,0
23501,0
23539,0
23543,0
23548,0
23553,0
23583,0
23631,0
23687,0
23730,0
23747,0
23838,1
23870,0
23900,0
23931,0
23941,0
23988,0
23993,1
24015,0
24016,0
24025,0
24033,0
24090,0
24092,0
24093,0
24106,0
24111,0
24159,0
24164,0
24235,0
24239,0
24248,0
24249,0
24251,0
24260,0
24297,0
24337,0
24369,0
24373,0
24383,0
24384,0
24412,0
24421,0
24447,0
24465,0
24499,0
24506,0
24543,0
24552,1
24577,0
24593,0
24614,0
24616,0
24640,0
24641,0
24643,0
24652,0
24662,0
24679,0
24690,0
24707,0
24739,0
24755,0
24794,0
24807,0
24891,0
24931,0
24932,0
24939,0
24961,0
24974,1
24995,0
25011,0
25015,0
25034,0
25037,0
25105,0
25116,0
25124,0
25151,0
25204,0
25236,0
25242,0
25247,0
25270,0
25282,0
25290,0
25300,0
25331,0
25351,0
25359,0
25385,0
25404,0
25407,0
25422,0
25423,0
25443,1
25446,0
25447,0
25455,0
25462,0
25486,0
25503,0
25542,0
25566,0
25580,1
25599,0
25621,0
25628,0
25637,0
25700,0
25723,0
25730,1
25733,0
25757,0
25760,0
25803,0
25820,1
25837,0
25842,0
25850,0
25854,0
25894,0
25914,0
25923,0
25932,0
25945,0
25949,1
26046,0
26049,0
26062,0
26082,0
26083,0
26101,0
26119,0
26133,0
26248,0
26290,0
26296,1
26297,0
26349,1
26361,0
26387,0
26436,0
26489,0
26515,0
26544,0
26570,0
26571,0
26584,0
26590,0
26609,0
26629,0
26632,0
26640,0
26658,0
26681,0
26693,0
26695,0
26699,0
26707,0
26718,1
26747,0
26762,0
26764,1
26768,0
26781,0
26802,0
26813,0
26848,0
26946,0
26969,0
26971,0
26975,0
26982,0
26992,0
26998,1
27042,1
27047,0
27071,1
27104,0
27142,0
27145,0
27153,1
27176,0
27184,0
27188,1
27197,0
27211,1
27243,0
27244,0
27256,1
27299,0
27309,1
27311,1
27329,0
27334,1
27339,0
27349,1
27355,0
27359,1
27397,0
27411,0
27419,1
27421,1
27484,0
27507,0
27523,0
27557,0
27579,0
27583,0
27586,0
27603,0
27622,0
27631,0
27633,0
27637,0
27641,0
27642,1
27657,0
27674,0
27708,1
27763,1
27773,0
27778,0
27786,0
27813,1
27833,1
27839,0
27840,0
27849,0
27855,1
27857,0
27862,0
27871,0
27929,0
27938,0
27951,1
27982,0
28018,0
28030,0
28049,0
28055,0
28062,0
28070,0
28074,0
28082,0
28116,0
28135,0
28179,0
28181,0
28217,0
28219,0
28225,0
28229,0
28236,0
28242,0
28248,0
28278,0
28279,0
28281,0
28293,0
28300,0
28344,0
28349,0
28376,0
28391,0
28403,0
28408,0
28471,0
28512,0
28579,0
28595,0
28627,0
28654,0
28674,0
28683,0
28700,0
28705,0
28712,1
28713,0
28756,0
28778,0
28789,0
28814,0
28840,0
28844,0
28848,0
28858,0
28877,0
28885,0
28886,1
28916,0
28933,0
28965,0
29041,0
29155,0
29161,0
29166,0
29186,0
29189,0
29198,0
29213,0
29238,0
29252,0
29253,0
29262,0
29274,0
29277,0
29286,0
29287,0
29298,0
29314,0
29332,0
29348,0
29361,0
29365,0
29382,0
29386,0
29402,0
29411,0
29428,1
29460,0
29501,0
29503,0
29557,0
29585,0
29602,0
29603,0
29604,0
29644,0
29652,0
29658,0
29659,0
29664,0
29706,0
29731,0
29738,0
29793,0
29818,0
29839,0
29843,0
29854,0
29888,0
29891,0
29961,0
29992,0
30008,0
30088,0
30095,0
30096,0
30120,0
30136,0
30153,0
30160,0
30179,0
30189,0
30194,0
30195,0
30205,0
30221,0
30232,0
30255,0
30262,0
30287,0
30333,0
30334,0
30344,0
30377,0
30379,0
30384,0
30407,0
30422,0
30423,0
30427,0
30443,0
30454,0
30463,0
30477,0
30483,0
30501,0
30539,0
30598,0
30609,0
30610,0
30617,0
30640,0
30649,0
30678,0
30682,0
30708,0
30721,0
30746,0
30755,0
30775,0
30803,0
30804,0
30807,0
30824,0
30847,0
30853,0
30873,0
30908,0
30947,1
30994,0
31015,0
31019,0
31078,0
31119,0
31135,0
31140,0
31149,0
31152,0
31159,1
31184,0
31194,0
31202,0
31210,0
31219,0
31258,0
31259,0
31318,0
31324,1
31353,0
31354,0
31358,0
31373,0
31394,0
31401,0
31411,0
31414,0
31418,0
31425,0
31490,0
31529,0
31566,0
31583,0
31660,0
31670,0
31688,0
31697,0
31713,0
31768,0
31811,0
31864,0
31880,0
31927,0
31931,0
31939,0
31940,0
31979,0
32007,0
32008,0
32010,0
32021,0
32050,0
32089,0
32104,0
32110,1
32112,0
32123,0
32125,0
32148,0
32154,0
32164,0
32198,0
32207,0
32239,0
32254,0
32262,0
32271,0
32280,0
32299,0
32358,0
32363,0
32388,0
32393,0
32395,0
32398,0
32424,0
32450,0
32461,0
32480,0
32481,0
32492,0
32505,0
32532,0
32587,0
32591,0
32592,0
32655,0
32667,0
32670,0
32675,0
32681,0
32703,0
32719,0
32728,0
32729,1
32756,1
32762,0
32777,0
32803,1
32829,0
32897,0
32907,0
32943,0
32958,0
32985,0
32991,0
33030,0
33050,0
33072,1
33103,0
33119,0
33127,0
33135,0
33142,0
33144,0
33153,0
33194,0
33208,0
33225,0
33255,1
33269,0
33296,0
33326,0
33368,0
33381,0
33393,0
33400,0
33425,0
33430,0
33471,0
33505,0
33530,0
33532,0
33560,0
33615,0
33626,0
33628,0
33638,0
33670,0
33671,1
33709,0
33713,0
33746,0
33753,0
33778,0
33791,0
33795,0
33807,0
33845,0
33871,0
33923,0
33931,0
33960,0
34011,0
34049,0
34061,0
34115,0
34121,0
34127,0
34135,0
34138,0
34140,0
34141,1
34160,0
34193,0
34250,0
34273,0
34290,0
34293,0
34295,0
34306,0
34316,0
34395,0
34397,0
34400,0
34420,0
34422,0
34435,0
34443,0
34453,0
34463,0
34467,0
34470,0
34481,0
34485,0
34501,0
34531,0
34543,0
34547,0
34670,0
34714,0
34777,0
34794,0
34798,0
34811,0
34926,0
34929,0
34930,0
34934,0
35018,0
35030,0
35042,1
35053,0
35099,0
35100,0
35132,1
35145,0
35159,1
35197,0
35224,0
35253,0
35257,0
35261,0
35272,0
35273,0
35317,1
35330,0
35363,0
35368,0
35371,0
35375,0
35406,0
35418,0
35431,0
35498,0
35502,0
35513,0
35519,0
35532,1
35541,0
35556,0
35557,0
35591,0
35593,0
35605,0
35627,0
35633,1
35646,0
35677,0
35736,0
35764,0
35784,0
35788,0
35793,0
35824,0
35832,0
35841,0
35856,0
35875,0
35934,0
35954,0
35957,1
35958,0
35975,0
36011,0
36017,0
36046,0
36088,0
36090,0
36130,0
36149,1
36155,0
36179,0
36215,0
36222,0
36254,0
36261,0
36306,0
36324,0
36332,0
36372,0
36376,0
36430,1
36441,0
36447,0
36464,0
36528,0
36535,0
36550,0
36565,0
36566,1
36626,0
36642,0
36661,0
36703,0
36737,0
36774,0
36801,0
36817,0
36825,0
36843,0
36850,0
36857,0
36861,0
36874,0
36878,1
36885,0
36901,0
36907,0
36911,0
36919,1
36979,0
37025,0
37030,0
37038,0
37061,0
37065,0
37091,0
37092,0
37096,1
37106,0
37111,0
37136,0
37137,0
37180,0
37184,0
37198,0
37243,0
37260,0
37274,0
37293,0
37377,0
37388,0
37405,0
37410,0
37422,0
37433,0
37436,0
37461,0
37463,0
37485,0
37540,0
37563,0
37577,0
37626,0
37628,0
37641,0
37656,0
37676,0
37677,0
37693,0
37728,0
37738,0
37747,0
37749,0
37779,0
37780,0
37786,0
37793,0
37794,0
37797,0
37835,0
37842,0
37857,0
37859,0
37877,0
37889,1
37903,1
37914,0
37929,0
37934,0
37946,0
37954,0
37970,0
37990,0
37992,0
37996,0
38017,1
38018,1
38054,0
38070,0
38095,1
38109,0
38163,0
38204,0
38211,0
38238,0
38245,0
38275,0
38286,1
38332,0
38337,0
38354,0
38400,0
38485,0
38487,1
38509,0
38513,1
38524,0
38527,0
38531,0
38539,0
38559,0
38580,0
38621,0
38624,0
38634,0
38639,1
38676,0
38685,1
38687,0
38691,0
38704,0
38716,0
38749,0
38760,0
38810,0
38838,0
38844,0
38849,0
38850,0
38876,1
38879,0
38898,1
38919,0
38943,0
38977,0
38997,1
39036,0
39049,0
39061,0
39153,0
39171,0
39182,0
39187,0
39192,0
39193,0
39234,0
39247,1
39296,0
39298,0
39344,0
39353,0
39374,0
39382,1
39398,0
39438,1
39448,0
39455,0
39456,0
39476,0
39480,0
39526,0
39540,0
39541,0
39555,0
39557,0
39590,0
39626,0
39635,1
39640,0
39642,1
39644,0
39671,0
39698,0
39701,0
39732,0
39748,0
39755,0
39759,1
39766,0
39770,0
39789,0
39803,0
39832,1
39836,0
39845,0
39846,0
39860,0
39883,0
39887,0
39895,0
39909,0
39952,0
39975,0
39992,0
39999,0
40014,0
40019,1
40032,0
40036,0
40064,1
40082,0
40127,0
40129,1
40153,0
40158,1
40162,0
40174,1
40180,1
40202,1
40204,1
40205,0
40220,0
40223,0
40243,0
40244,1
40248,1
40257,1
40278,1
40363,0
40381,0
40390,1
40392,0
40393,1
40406,1
40446,0
40447,0
40461,0
40500,0
40503,1
40562,0
40567,1
40579,1
40603,0
40626,1
40639,0
40658,1
40688,0
40765,0
40781,0
40821,1
40824,0
40850,1
40856,1
40865,1
40879,0
40890,0
40898,0
40900,0
40904,0
40926,0
40934,0
40955,0
40974,0
40985,0
41020,0
41117,0
41140,0
41153,0
41160,0
41203,1
41207,1
41214,1
41217,1
41231,1
41241,0
41254,0
41256,0
41264,1
41265,0
41266,0
41272,1
41293,1
41383,1
41390,0
41464,0
41558,1
41593,0
41603,0
41630,0
41668,0
41700,0
41726,0
41761,0
41793,0
41806,0
41835,1
41845,1
41846,0
41910,1
41924,0
41925,0
41927,0
41930,1
41950,1
41956,0
41966,0
41988,0
41993,0
42019,1
42070,1
42075,0
42127,0
42214,0
42222,0
42246,0
42264,1
42283,0
42319,0
42330,0
42333,0
42389,0
42480,0
42482,0
42486,0
42512,0
42518,0
42521,0
42551,0
42552,0
42558,0
42562,0
42569,0
42626,0
42630,0
42685,1
42693,0
42720,1
42740,0
42743,0
42763,0
42797,1
42800,1
42812,0
42853,0
42918,0
42943,0
42969,0
42977,0
42992,0
42993,1
43003,0
43017,0
43051,0
43090,0
43091,0
43109,1
43149,0
43150,0
43176,1
43180,0
43185,0
43187,0
43244,0
43254,0
43261,0
43284,0
43287,0
43289,0
43331,0
43351,0
43357,1
43368,0
43408,0
43546,0
43549,0
43561,0
43569,0
43597,0
43605,1
43654,0
43677,1
43774,0
43775,1
43865,1
43874,1
43893,0
43907,1
43918,1
43955,1
43991,1
43996,0
44004,0
44033,0
44076,0
44083,1
44133,1
44139,0
44188,0
44219,0
44242,0
44243,0
44249,0
44264,0
44267,0
44292,1
44297,0
44302,1
44306,1
44307,1
44326,1
44330,1
44344,0
44400,0
44416,1
44431,1
44442,1
44444,1
44453,1
44472,0
44522,0
44530,0
44535,0
44554,0
44591,0
44601,0
44637,0
44650,0
44673,1
44740,1
44769,0
44772,0
44780,0
44843,0
44883,0
44914,1
44964,1
45026,1
45082,1
45091,1
45105,0
45108,0
45137,0
45149,0
45183,0
45187,0
45200,0
45219,1
45226,1
45262,0
45349,1
45364,0
45400,0
45404,0
45449,0
45479,1
45485,1
45512,0
45539,1
45546,0
45574,1
45611,1
45613,1
45615,1
45632,0
45647,0
45659,0
45660,0
45697,0
45700,0
45715,0
45780,1
45795,1
45803,1
45808,0
45816,1
45829,1
45847,0
45876,0
45902,0
45916,0
45924,0
45934,0
45977,0
46017,0
46067,1
46127,1
46159,0
46171,0
46188,0
46197,0
46198,0
46202,0
46205,0
46228,0
46316,1
46320,1
46333,1
46398,0
46408,1
46409,1
46416,1
46434,0
46480,0
46512,0
46530,0
46587,0
46591,0
46593,0
46616,1
46621,0
46639,0
46641,0
46656,0
46660,0
46679,0
46707,0
46708,0
46710,0
46713,0
46725,0
46729,0
46733,0
46758,0
46781,1
46806,0
46837,0
46839,0
46843,0
46878,0
46921,0
46934,0
46947,1
46950,1
47009,0
47029,0
47031,0
47056,0
47124,0
47168,0
47180,1
47222,0
47258,0
47286,0
47302,0
47329,1
47337,1
47363,1
47371,0
47372,0
47406,0
47408,0
47414,0
47420,0
47475,1
47507,0
47511,1
47517,0
47519,0
47544,1
47569,1
47606,1
47607,1
47615,1
47653,1
47654,1
47673,1
47691,1
47701,1
47720,0
47722,0
47794,0
47801,0
47814,0
47825,1
47828,0
47830,0
47883,0
47894,1
47905,0
47945,0
47956,0
47958,0
47959,0
47990,1
48008,1
48015,0
48036,0
48082,0
48091,1
48095,0
48111,0
48157,0
48166,1
48206,1
48207,0
48219,0
48244,0
48264,1
48278,0
48291,1
48330,0
48363,0
48391,1
48398,1
48416,0
48431,0
48435,0
48450,0
48503,0
48519,0
48523,0
48541,0
48576,0
48589,0
48640,0
48642,1
48657,1
48663,1
48673,1
48681,0
48708,1
48757,1
48793,0
48805,0
48868,0
48874,1
48916,0
48918,0
48924,0
48951,0
48954,0
48980,0
49009,1
49057,0
49063,1
49107,1
49108,1
49142,0
49153,0
49162,1
49177,1
49195,0
49215,0
49218,0
49219,0
49229,0
49276,0
49279,1
49283,0
49323,1
49339,0
49343,0
49400,0
49415,0
49419,0
49432,0
49435,0
49454,0
49514,1
49526,1
49555,0
49566,1
49568,1
49584,0
49590,0
49591,0
49614,0
49627,0
49630,0
49633,1
49644,1
49645,0
49698,0
49718,0
49745,0
49759,1
49943,1
49952,1
49984,0
49987,0
49992,1
50021,1
50025,1
50048,1
50056,1
50069,1
50074,1
50121,0
50144,1
50163,0
50173,0
50194,0
50208,0
50211,1
50215,0
50232,1
50249,0
50331,1
50401,0
50427,0
50445,1
50496,1
50498,1
50576,0
50598,1
50618,1
50626,1
50643,1
50660,1
50687,1
50706,0
50719,0
50748,0
50755,0
50759,1
50769,1
50777,0
50789,0
50801,1
50823,0
50858,1
50859,0
50870,1
50877,1
50891,0
50894,0
50905,0
50910,0
50929,0
50942,0
50954,1
50958,1
50961,0
50964,1
50983,0
50989,0
51011,1
51053,1
51087,0
51106,1
51109,0
51126,1
51129,0
51152,0
51153,1
51189,0
51242,0
51249,1
51261,1
51266,1
51283,1
51289,1
51331,0
51342,0
51354,1
51384,1
51401,1
51407,1
51436,0
51494,1
51516,0
51528,1
51544,1
51553,0
51557,0
51594,0
51599,0
51612,0
51643,0
51661,1
51695,1
51702,1
51705,1
51744,1
51849,0
51858,0
51871,0
51875,0
51890,0
51900,1
51915,0
51923,0
51946,0
51948,0
51963,1
51982,0
51989,0
51995,1
51998,1
52004,0
52014,1
52060,1
52063,1
52112,0
52120,1
52134,1
52152,1
52163,0
52256,1
52298,0
52307,1
52316,1
52335,0
52348,1
52390,1
52453,1
52480,1
52484,1
52502,1
52521,1
52570,1
52583,1
52597,1
52599,0
52620,0
52621,1
52653,1
52686,1
52689,0
52695,1
52740,0
52745,0
52748,0
52770,1
52792,1
52821,1
52841,0
52875,1
52882,1
52893,1
52894,0
52921,1
52937,1
53023,1
53056,1
53067,1
53084,1
53085,1
53092,1
53118,0
53183,1
53274,1
53289,1
53318,1
53369,1
53372,0
53419,0
53443,1
53483,0
53510,0
53573,1
53577,1
53610,0
53627,0
53644,0
53659,0
53668,1
53673,0
53700,0
53703,1
53715,1
53773,0
53803,1
53810,1
53825,0
53842,1
53844,0
53856,1
53859,0
53860,0
53874,1
53904,1
53979,0
53989,0
53992,0
54011,0
54041,1
54058,1
54090,1
54093,1
54099,0
54104,0
54107,1
54117,1
54142,1
54147,1
54212,0
54224,0
54252,1
54264,1
54277,0
54299,0
54367,1
54418,1
54449,0
54494,0
54518,0
54526,0
54527,0
54538,0
54586,0
54617,1
54626,0
54646,0
54681,0
54713,1
54720,0
54739,0
54765,0
54770,1
54773,0
54784,0
54795,1
54800,1
54810,1
54848,1
54849,0
54870,1
54917,0
54933,0
54945,0
55003,0
55021,0
55035,0
55053,1
55064,1
55071,1
55072,0
55092,0
55096,0
55098,0
55111,1
55125,1
55224,0
55264,0
55289,1
55319,1
55347,1
55359,1
55367,1
55425,0
55429,1
55432,0
